Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WMT,XOM
2016-07-20,95.4910340288,61.7734369918,125.815362347,74.5299925144,28.0604995141,94.8629656172,94.4749678219,29.2007363132,155.225506574,129.043515584,144.278060871,33.1474492784,116.406129893,59.7453201659,41.1597658122,117.298141326,169.335562213,54.1331152003,52.8484467034,55.8732737076,33.1766076794,78.6358623294,109.83854218,137.324761418,99.5482949522,77.8549135584,49.0182970811,68.9367945866,84.4500036244
2016-07-21,94.9847290264,60.7675109862,124.704018217,74.8292721932,28.0146939321,94.6832838943,94.2729749157,29.031482503,153.57509011,127.785104181,143.464395555,31.8286098843,116.415431965,59.5210298978,41.1055011242,118.340295208,168.252830142,54.1331152003,52.7444701493,55.1284257028,33.2037423095,78.5805628482,109.566316069,137.180734609,99.369926638,77.295723781,48.7979703233,68.6845526224,84.378077719
2016-07-22,94.2491538343,61.5818320383,124.647984059,74.2400653255,28.1337884452,94.9258542202,93.9844136212,28.5593534534,153.920526114,128.207705026,144.912898646,32.1908263376,116.3038071,59.8481198722,41.4491774813,119.345229308,168.420840291,54.1607388345,53.4723060277,54.8769185843,33.2308769395,79.0045255377,109.969961681,137.968081164,98.6940046051,78.3944826417,49.4413244562,68.7125795073,84.5219295298
2016-07-25,92.9881677907,61.6297332767,124.153015665,73.5947435181,28.2070773764,92.5989759084,93.6766149071,28.1852134518,154.01648056,128.188922766,145.431498517,32.2186891417,116.173578091,59.6892475989,41.2140305001,118.545004006,167.664794622,53.9213340046,53.6235446518,55.2735259635,33.2670564463,79.0782581794,110.2515749,136.086130861,98.2433899165,77.4428789856,49.238623839,68.8994254067,82.8946059211
2016-07-26,92.3481218443,61.6680542674,125.936769689,77.391854443,28.2895274239,92.2485965487,93.0033052199,28.0337758321,154.640184456,128.423701013,144.957605531,32.5901931964,116.415431965,59.9322287227,40.5899865887,113.250490091,165.826016882,53.7371764431,53.6519018938,54.5286779587,33.3122808297,78.5897794284,110.439317045,136.057325499,101.285039064,77.0014133719,48.3044383858,68.8807408167,82.2922264638
2016-07-27,98.347358476,61.8788197162,126.973401608,78.654440588,28.1795940272,91.8712649305,92.6570316665,27.8645220219,154.477061898,128.010491298,144.698305595,32.3487155609,116.061953227,60.1191372794,39.2514576192,111.175487273,166.395384608,53.9581655169,53.1131142955,53.9676236175,33.3303705831,77.8432364316,109.294089958,136.038121925,101.097282944,77.0406547598,48.7539049717,68.497706723,81.7348006973
2016-07-28,99.6752149916,62.0704246696,124.218388849,77.5508467724,27.9597272337,91.4490128817,92.2530458542,27.8377977361,154.035671449,129.560027727,144.287002249,32.2929899527,115.773588992,59.9041924392,39.4775604857,111.119657601,166.124701591,53.8016315896,53.1320191235,53.6387296933,33.1675628027,78.1658167389,110.401768616,137.075114949,100.994017078,77.6881376599,48.3485037373,68.4229683632,81.0964582872
2016-07-29,99.5510269722,61.7542764965,124.825425559,77.401206933,27.9688883501,92.0689148258,92.2915206934,27.739808688,152.385254985,129.822979364,143.616398966,32.376578365,116.489848542,59.7827018773,39.4594722563,109.472682271,166.479389683,54.0134127853,53.5762825818,53.6870964469,33.3665500898,78.884709995,109.096960705,137.497593589,101.05973172,76.5697581052,48.8332226046,68.170726399,79.9726160161
2016-08-01,101.308765094,61.4381283233,124.405169375,76.643655246,28.152110678,89.0412777945,91.897153591,27.7487167833,151.780741978,130.320709247,144.358533265,32.3672907636,116.647983767,59.6238296041,39.2966781925,109.807660304,166.414052403,54.0134127853,53.4817584417,53.6000362905,33.7464349106,79.640469572,109.650800034,137.795248994,100.393197493,76.7757753916,48.0312332061,68.9274522916,77.1944779218
2016-08-02,99.8089559356,60.8058319769,122.90158614,75.9796284586,28.0513383977,89.4725139295,91.3873619707,27.6596358306,149.746507732,128.865084117,143.580633458,32.097950324,116.136369803,59.4836481865,39.3690311097,109.519206997,166.479389683,53.7095528088,53.4817584417,53.1260421056,32.9143062556,79.9630498793,109.857316394,137.468788227,99.7642144905,76.7953960855,47.5905796904,68.3202031185,78.2553850257
2016-08-03,101.060389055,61.1507208931,123.15373985,76.7184751657,28.1429495616,90.3888907164,92.4261826309,27.7309005928,151.934269091,128.714826039,143.661105852,32.0515123171,115.252672956,60.4275363981,39.468516371,109.351717981,166.498057477,53.0834170998,53.8504025879,52.9615951435,32.1907161208,79.2349400429,110.749091585,137.190336396,99.7829901025,77.2172410053,47.5024489873,68.1426995141,78.6599682434
2016-08-04,101.681329152,61.2561036175,122.537364114,76.4753104267,28.2162384928,90.1912408212,91.5316426179,27.7665329739,151.656001199,127.766321922,144.447947036,32.3603298081,115.215464668,60.3340821197,39.3509428804,110.07750372,165.966025339,53.2583667832,54.2474039761,53.0002885464,32.0630113813,79.3086726846,110.655220512,137.027106013,99.8487047446,77.972637722,47.5288881982,68.479022133,78.6509775052
2016-08-05,103.227630653,62.7697827497,123.022993482,77.2141571337,28.4361052862,90.299049855,92.1760961756,27.8645220219,155.532560799,128.573959091,146.191515571,32.7346540395,115.568943407,61.9601865635,39.3238105365,110.924253748,166.675401523,58.8015093841,54.7861915744,54.0256637218,32.3275426274,79.059825019,111.312318021,137.295956056,101.144221974,78.6201206221,47.2733091592,68.9087677017,78.7229034105
2016-08-08,104.082418439,63.0667704276,123.452588692,78.0371762505,28.408621937,90.918951799,92.0991464971,27.8556139266,156.242623696,127.91658,146.137867308,32.7908026742,115.020121155,61.7732780067,39.2876340778,110.068198774,166.68473542,57.8807215766,54.8807157145,54.151417281,31.8623325049,79.0413918586,110.908672409,136.470202352,101.191161004,78.4337240296,47.2292438076,68.5163913129,79.648949442
2016-08-09,104.505010154,62.64523953,123.854166823,77.4666743627,28.3444941223,91.0267608328,92.9840678003,27.8823382125,156.827945814,127.822668701,145.89436432,32.6785054048,114.815475569,61.5583331664,39.3147664218,110.086808665,166.507391374,57.5400300879,55.0130495106,53.9482769161,31.9991590115,79.2533732033,110.93683373,136.172546946,101.707490335,78.5416378463,47.2909352998,68.7032372123,79.7478475619
2016-08-10,103.727057225,62.0225234313,124.554593796,77.2983295434,28.2620440747,89.9666386676,94.1286942685,27.8556139266,155.628515245,127.343721077,146.173941825,32.3135392791,114.750361065,61.006952924,39.441384027,110.542750988,166.908748952,57.678148259,54.8429060585,53.3291824706,32.0447678471,79.54830377,110.983769267,136.527813075,101.500958603,78.1688446614,47.4231313545,69.5533860546,78.3632738838
2016-08-11,103.659826725,62.731461759,125.232544412,77.8501264512,28.3536552387,91.098633522,94.0421258801,27.8734301172,157.230954486,128.696043779,147.481643057,32.4539108659,115.131746019,61.1751706251,39.5680016322,111.08243782,168.943538532,58.5897281884,55.1075736506,54.8769185843,32.0630113813,79.9354001387,111.331092236,136.950291715,102.49606604,78.6004999281,47.467196706,69.4123041356,78.6444058697
2016-08-12,103.899935654,62.6356592823,125.32670422,77.6256666921,28.2803663075,91.7814240691,93.1475858672,27.8288896408,156.645632368,128.254660675,146.056699645,32.3509717023,114.620132056,61.0443346354,39.8212368427,111.212707055,168.26216404,58.3319076023,54.7672867464,54.6060647644,31.9079413405,80.2211141251,111.24660827,137.190336396,102.205044054,78.5023964584,47.2821222295,69.496953287,79.6691773023
2016-08-15,105.148502083,62.8751654741,126.795597222,78.7012030378,28.5735220321,92.329453324,93.3976723224,27.8288896408,158.852584615,128.714826039,145.993569241,32.669147299,113.773643497,61.4181517489,40.0111632505,110.282212518,168.532847057,58.304283968,54.9374301985,54.9156119872,32.0265243129,80.2026809647,111.096414554,135.980511201,102.974844147,79.3755173388,47.2468699482,68.9608419949,79.6329022073
2016-08-16,105.052458512,62.5590173009,127.115740569,78.8321378973,28.5093942174,92.1946920318,93.1860607064,27.7843491644,158.948539061,127.935362259,144.929370997,32.9498904726,111.931833227,61.408806321,39.6403545495,109.742525686,167.31010653,58.046463382,54.6349529504,55.022018845,31.7346277654,79.7971514356,109.810380858,135.462014689,102.477290428,79.2774138691,46.4977589716,68.5564071605,79.7326587185
2016-08-17,104.898788797,62.9230667125,126.852093107,78.9443677769,28.1429495616,92.7966258036,93.1764419966,27.8734301172,158.96772995,127.86023322,144.694886639,32.7720864627,112.84343629,61.5770240221,39.8483691867,108.960910275,168.924870738,58.2766603338,54.7490928242,55.0026721436,32.0538896142,80.1473814834,110.223413578,136.066927287,102.890353892,79.4441897676,46.8590948544,68.5940290056,79.9049654195
2016-08-18,104.764327797,62.8751654741,127.115740569,77.9810613107,27.9230827682,94.0040168456,92.9648303806,27.998143451,159.341952288,126.592430688,145.524600524,32.7252959337,112.294614038,61.6330965891,39.8845456453,108.988825111,168.27685739,58.5897281884,54.7871394488,55.3412394185,32.0994984497,80.5897773334,110.598897869,136.508609501,103.258696448,78.8840315765,46.5947027451,69.8825771989,80.6304673187
2016-08-19,105.033249797,62.7793629974,126.588445645,78.411275849,27.9597272337,92.887407085,92.7147439254,27.8377977361,159.505074845,127.212245259,144.334141471,32.9779647899,112.294614038,61.5489877386,39.7217515814,107.016176693,168.680691795,58.3411154803,54.8061627611,56.9760356887,31.9079413405,80.4699617907,110.270349114,136.383786266,103.079247511,79.0805783102,46.2245537919,68.4811634704,79.6238334336
2016-08-22,104.21687944,62.616498787,127.106324588,78.1774635999,28.0604995141,92.5424382158,92.2145710149,27.900154403,159.533861179,127.099551701,144.298066954,33.0902620594,111.554847985,61.4929151716,39.5589575176,107.397679453,168.173550915,58.5160651638,54.8537210419,56.7438752716,31.780236601,80.0459991012,109.782219536,136.431795202,102.474787932,79.6603911747,46.312684495,68.3777033965,79.7961401346
2016-08-23,104.543427583,62.9230667125,126.305966221,78.5702681784,28.3811385878,92.3064068843,92.3107581131,27.8199815455,159.361143177,127.92597113,144.532551313,33.1276944825,111.84513593,61.4648788881,39.6584427788,107.18366571,168.83095576,58.543688798,55.0629774773,57.6725169399,32.0082807787,80.5529110126,109.481832103,136.354980904,102.002553886,79.4048804208,46.3831890575,67.6911047241,79.5512832437
2016-08-24,103.755870296,62.4248938335,125.505607855,77.7659540416,28.454427519,92.7784695473,92.1664774658,27.8110734503,158.612698502,126.836600064,143.441297182,32.8937418379,111.16155464,61.6330965891,39.6584427788,106.885907458,168.492861839,57.7610191616,55.1200474142,58.2529179825,31.7619930668,80.4699617907,109.932413252,134.30019843,101.964775163,78.9036862499,46.2950583544,67.935646717,79.8233464558
2016-08-25,103.314069867,62.2716098708,125.213712451,77.4760268527,28.6651331961,92.4970475751,91.9067723008,27.802165355,159.188425175,127.18407187,143.062514756,32.8375932032,111.030456859,61.7452417232,39.495648715,107.406984399,168.652517302,57.3834961606,55.3293038496,57.3049296128,31.7163842312,81.0137400229,110.533188118,131.832539104,101.738102821,78.9331682599,46.4889459013,66.9856951293,79.3154951264
2016-08-26,102.708995367,62.0704246696,124.507513892,77.3076820334,28.7200998944,91.9795942714,91.579736167,27.8199815455,159.255593287,126.179220973,142.782937251,32.9966810015,111.47057084,61.8854231408,39.1791047019,106.485794807,168.492861839,57.8715136985,55.1961406635,57.0727691958,31.7619930668,80.7188094563,109.960574574,131.17961757,101.350870903,79.1788516771,45.88965712,66.9104514392,79.1431884254
2016-08-29,102.593743081,62.7697827497,125.138384604,77.7191915917,28.9308055715,92.6422976253,91.2527000332,27.9357867841,160.119183297,127.005640402,144.045545337,33.2680660693,112.294614038,62.5676393729,39.3780752244,107.388374508,169.516535098,58.0188397477,55.2627222565,56.7148552195,32.0265243129,81.3824032312,111.218446948,131.803733742,101.974219844,79.4736717776,46.2686191435,67.154993432,79.6601085285
2016-08-30,101.806185795,62.702721016,123.170444621,77.139337214,28.8941611059,92.3245631405,91.2430813234,27.9446948794,163.141748332,126.583039558,143.756949203,33.4084376561,111.873228311,63.081637904,39.1067517846,108.169989919,169.187832676,57.7426034055,55.0629774773,56.1054341247,31.8167236694,80.6819431355,111.209059841,131.419662252,101.388649627,79.7684918782,46.0659185263,67.0703442807,79.3699077689
2016-08-31,101.902229366,62.8272642358,121.889871234,76.643655246,28.802549942,91.3078127893,90.8583329307,27.8288896408,163.228438757,126.60191846,143.287980486,33.586241666,111.751494657,63.081637904,39.2785899632,108.451291904,168.333206377,57.8162664301,54.6539762627,55.7571934991,31.7437495326,80.4699617907,111.434350416,130.632315696,100.519738983,79.5031537877,46.1187969482,67.1926152771,79.0252943668
2016-09-01,102.507303867,62.1374864033,122.313590369,76.1760307479,28.9308055715,90.9719220483,90.6659587344,27.7932572597,162.313373156,126.705752422,143.883210012,33.7078970413,111.508027349,62.8106204967,39.2062370459,108.20749685,169.028177213,57.9175530889,54.7776277927,56.7825686744,31.6342883273,81.3916198114,111.096414554,130.334660291,100.793634729,79.8962472551,46.3214975654,68.5093798542,78.7532311546
2016-09-02,103.467739582,62.4536345765,123.500003948,76.400490507,29.1598334813,91.6255472741,90.8198580915,27.8734301172,162.958735211,127.574181926,143.892228641,33.764045676,111.732766403,63.0722924761,39.4866046003,108.610696362,169.80767153,57.9912161135,54.8537210419,56.2781796121,31.7163842312,81.2902374292,111.55638281,131.170015783,100.991973028,80.5841608231,46.6035158154,68.1895941712,79.2792200315
2016-09-06,103.43892651,62.9997086939,125.223128431,76.7652376155,29.1964779469,92.9872664944,90.2234980828,27.6596358306,163.103219254,126.583039558,144.613718976,34.2225928595,112.135423875,63.0255653369,39.6041780909,109.942192424,169.478969107,58.2306209434,54.796651105,55.6864924428,31.7163842312,81.6957669583,111.978802637,130.555501398,100.123062384,81.1050096675,47.1587392451,68.6598672344,80.3221290115
2016-09-07,104.072814082,63.4116593438,124.893569104,78.2990459694,29.1231890157,93.3957822606,90.1369296945,27.6685439258,163.430716416,125.346471461,145.777122141,34.1196536958,112.004326093,62.7638933575,39.468516371,109.63276024,168.812172764,57.8899294547,54.8442093858,55.9871859223,31.780236601,81.059822924,112.035125281,130.21463795,99.9719474896,81.8027505722,47.3350006513,67.7757538755,80.0228594781
2016-09-08,101.345176652,63.4595605821,125.138384604,78.1307011501,28.8300332911,94.5214701494,90.5024406675,27.6507277353,165.347538045,123.902235439,143.396204036,34.1009374843,111.873228311,62.848002208,39.4594722563,108.929505278,169.140875187,58.2306209434,54.6254412942,54.4837185248,31.6707753957,80.9031410604,110.354787204,130.648718898,99.8775006805,81.5374124816,47.2380568779,67.5594282664,80.757430151
2016-09-09,99.0497352927,62.3865728428,121.023601002,75.5587664103,28.2620440747,91.9342036307,88.8961161281,26.8222748747,162.371166773,120.579548644,140.411037776,33.1651269057,110.712076532,62.2872765378,38.2294726627,107.438604758,164.952267173,57.5400300879,53.4650192434,53.6689361933,31.1052258351,79.4837877085,108.032522221,128.893102622,96.9779836394,79.9257292652,45.6693303622,66.1203926929,78.7532311546
2016-09-12,101.268341794,63.1338321613,122.520741947,76.6155977761,28.802549942,92.823860188,90.0695987257,27.1607824951,164.769601875,121.381901989,142.755881364,33.764045676,111.582940367,62.6704390791,39.0615312114,108.723217156,167.262575629,58.1845815531,54.2639983603,54.3285218903,31.6069230259,81.3363203302,109.052053189,130.735535087,98.253015563,81.5374124816,46.3303106357,67.6628883403,79.1613259729
2016-09-13,103.679035439,61.6584740197,121.24016856,75.0350269724,28.454427519,90.2638280537,89.1654400029,26.5906643975,160.858900463,118.672779517,140.519261326,33.324214704,110.131500642,62.1751314037,38.5550607905,107.579255751,165.356101578,57.3374567702,53.7693922403,53.707735352,31.0504952324,80.2303307053,107.862600393,129.21142865,96.6379751265,80.4760601196,45.3432467606,67.2114261996,77.275021035
2016-09-14,107.347899871,60.8154122246,120.213826655,75.7738736795,28.3994608206,89.346937112,88.742216771,26.4570429684,160.049789826,119.182509877,138.93198259,33.3335728098,110.365603823,62.0536408418,38.4000380768,108.001208728,164.933484177,56.9107421591,53.5125775241,53.4749404001,30.9592775613,80.1934643845,107.343394807,128.960626325,96.0146261861,80.0829666522,45.3784990419,67.2678589672,76.7218258369
2016-09-15,110.997555588,61.1507208931,120.307986463,76.7184751657,28.6834554288,90.3273749507,88.9730658066,26.7064696361,161.899185568,119.843271456,140.383981888,34.2132347537,111.086641622,62.2779311099,38.6280126557,108.90137508,165.844459463,57.8662118318,54.3971615465,53.8047332486,31.1417129035,81.1612053063,108.504527299,130.812705033,97.0063176822,80.5939881598,45.8103394872,68.0955395585,77.1571269764
2016-09-16,110.373272373,60.9878566827,119.300476519,76.7371801456,28.2528829583,88.8204056801,89.0307780655,26.643630884,159.895673514,119.040918111,138.742591377,35.251984496,110.730804786,61.5116060273,38.4273950263,108.094976056,164.407560301,57.7734477859,54.4542314834,53.5234393484,30.9592775613,81.151988726,108.249644557,133.57153061,94.5412559633,80.6529521799,45.7222087841,68.537596238,76.2049057338
2016-09-19,109.086288515,61.3710665896,120.03492302,76.5781878163,28.4177830534,89.0019682429,89.0981090342,26.4192067694,160.097951173,119.210828231,139.671510183,34.7747211009,110.178321278,61.8573868572,38.3909190936,108.029338926,165.966548934,56.8921893499,54.1498584865,53.3003441862,30.6947463152,81.4469192927,108.646128822,132.809477391,94.8623751144,81.0853549941,45.1229200028,67.8039702593,76.023530259
2016-09-20,109.076684158,61.0453381687,120.326818424,76.4098429969,28.4910719846,88.6933118862,89.4059077484,26.6346539194,160.34839018,119.720558591,139.292727757,34.7560048893,110.449880969,62.1097134089,38.6097746894,109.192053797,166.793000739,57.4580500299,54.0357186126,53.2227458689,30.840694589,81.640467477,108.362925775,132.606906282,94.6734814961,81.055872984,45.184611495,67.6911047241,74.8536584466
2016-09-21,109.057475443,61.5818320383,122.935045101,78.0652337204,28.7292610108,90.4453906164,88.8672599986,26.7962392819,160.887797271,120.928808335,140.266739709,35.0461061687,111.348837185,62.4648396667,38.7830353694,109.642136973,168.6619088,58.1630567787,54.9393259473,53.678635983,31.269417643,80.9215742209,109.439097353,134.960589641,96.2979666135,81.7830958988,45.7133957138,67.898024872,75.5428852508
2016-09-22,110.085141659,61.9171407069,124.168538584,78.0932911903,29.0040945026,90.7631251012,89.8483683999,26.966801609,161.841391951,121.532933207,140.789820202,35.1396872265,111.863864184,62.9788381978,39.1751516452,110.045336485,168.906087742,58.4599017256,54.9963958842,53.7465345106,31.1508346706,82.0183472655,110.194305477,136.050615131,97.2802134287,81.9206786124,46.1364230888,67.9732685621,75.7605358205
2016-09-23,108.250709443,61.1698813884,124.083794757,77.1019272542,28.710938778,90.0731873629,89.7137064625,26.8321471403,159.057666069,120.626745899,139.770715104,34.8027954182,111.255195913,62.848002208,38.9745340157,109.867178561,166.595779286,58.4042432981,54.6254412942,53.4943399794,31.2511741088,80.8847079,108.853811056,135.539364238,96.8646474685,81.1148370042,46.3214975654,68.0485122522,75.6789168569
2016-09-26,108.413983514,60.7579307385,122.944461082,77.0364598244,28.4635886354,89.6737497249,88.4536554765,26.5179533798,155.541887705,118.417914336,138.868852185,34.2974577058,110.290690805,61.4742243159,38.3453241778,109.26706766,165.243403604,57.6528545263,54.121323518,52.7668557549,30.6856245481,80.9676571219,107.560517143,134.777311019,96.5529729983,80.3974414261,45.9601616825,67.3619135799,75.325234681
2016-09-27,108.615675015,61.5818320383,123.650659641,77.5134368126,28.8391944075,89.8553122876,88.2228064409,26.8231701757,156.900037703,119.71111914,141.385049728,34.7934373124,111.63912513,62.0162591305,38.8377492683,109.595253309,165.572106027,58.042463519,55.1200474142,53.678635983,30.8589381232,81.4377027125,108.004201916,135.809459049,96.6663091692,80.7413982101,46.2598060732,68.0297013297,75.4884726083
2016-09-28,109.441649729,61.5243505523,124.507513892,80.9832105888,28.8575166403,92.7330789066,88.6845045121,26.8411241048,157.439444794,121.079839553,142.755881364,35.0367480629,111.798315293,62.3433491048,38.4365140094,108.001208728,166.783609242,58.7196410541,55.1961406635,51.6513799439,31.0048863969,82.4515265353,108.57060801,135.442901805,96.6663091692,81.5374124816,45.8808440497,67.5218064214,78.807643797
2016-09-29,107.741678514,60.7100295002,123.377596198,81.8062297055,28.75674436,91.9342036307,88.2997561194,26.5089764152,153.104923524,120.758898215,142.593546039,34.9244507934,109.813120315,61.352733754,38.3270862115,107.635516148,164.698696732,57.4302208161,54.5969063257,50.5941028708,30.3937280007,81.3178871698,107.494436432,133.426836961,95.4479453312,80.5055421296,45.9337224716,66.5248275273,78.4086177525
2016-09-30,108.577257586,61.3519060942,124.046130833,83.0220534007,29.059061201,93.4320947731,89.31933936,26.5897690965,155.339610046,121.466857049,143.260924598,35.3268493422,110.618435259,62.2312039708,38.5915367231,108.169989919,165.506365542,57.8940410456,54.7871394488,51.0693925642,30.8954251916,82.7188073613,108.136363338,135.047405831,95.9579581006,81.2720743911,45.8103394872,67.8321866431,79.1522571991
2016-10-03,108.068226657,61.1315603977,124.648753604,82.5637813925,29.0957056666,93.0054227507,88.9634470968,26.6077230257,155.146964656,121.296946929,142.142614579,35.2426263902,111.255195913,62.156440548,38.3270862115,107.494865155,164.388777305,57.9960814961,54.615929638,51.0887921435,30.7221116166,81.7142001187,106.673147597,133.590823096,96.7418666166,81.4293117781,45.7222087841,67.7287265692,78.9436754031
2016-10-04,108.5292358,61.2273628745,124.526345853,81.8436396654,28.9571546872,91.9342036307,89.059634195,26.4820455215,156.302836995,121.013763395,141.105472223,35.1303291207,111.26456004,62.6891299348,38.1538255315,106.425917613,161.233234048,57.9404230686,54.4447198273,50.5747032915,30.758598685,81.4284861323,106.031220691,133.272497068,95.797398525,81.3015564012,45.1757984247,67.4841845763,78.2181735039
2016-10-05,108.577257586,61.9650419452,126.795597222,83.6299652483,29.1788362542,92.8057039317,88.9249722575,26.4820455215,160.280964294,120.428517426,141.664627233,35.5514438811,111.601668621,63.7151232025,38.126468582,106.341527017,161.900030391,58.2558208246,54.8251860734,50.5553037122,30.9227904929,81.8893151426,106.767548612,132.732307445,96.5718623601,81.9108512757,44.8122592742,67.4089408862,78.8983315344
2016-10-06,109.384023587,59.6350947497,126.569613683,83.5083828788,29.0772322026,92.760313291,89.2904832306,26.2755753361,161.003384505,122.892214169,141.484254649,35.6263087274,111.199011149,63.8845532834,38.0352787505,106.819740391,161.195668057,58.1259511604,54.920302635,50.4680056052,30.6947463152,82.2303286103,106.843069425,131.642281955,96.4113027845,81.9206786124,44.8033449597,65.236279334,78.9346066294
2016-10-07,109.547297658,59.4617928921,126.032902779,82.7414787018,29.0679954707,92.8420164443,88.9634470968,26.105013009,163.584832728,121.117597358,140.393000517,35.6543830448,111.657853385,64.1104600579,38.0535167168,106.379033949,160.904531626,58.2279916108,54.9773725719,50.2352106534,30.6126504113,82.9492218665,108.117483135,131.825560577,94.9946006472,81.4489664515,44.5002582648,64.6155188905,78.6625434172
2016-10-10,111.458564731,59.5965832258,127.906682954,82.5076664527,29.0679954707,94.3943763555,88.9634470968,25.9075197881,164.750337336,120.117015539,141.610515457,35.5795181985,112.182244511,64.6093375184,38.0535167168,107.560502285,160.726093168,59.2762253295,55.2056523196,50.2352106534,30.6582592468,82.082863327,108.69332933,133.195327122,94.4279197923,81.6848225319,44.7409447578,63.9383256794,80.2042349529
2016-10-11,111.69867366,58.5952836045,125.92932699,81.8062297055,28.6708159965,93.5410323107,88.3574683783,25.9613815757,162.823883439,118.795492381,139.599361149,34.8776602645,110.159593024,64.2987157034,37.8802560368,106.594698804,159.35493449,57.4487736253,54.3971615465,50.2643100224,30.2204144257,81.6036011562,107.617157752,129.983128112,93.2851134015,80.6234701699,44.4824296357,63.3834034648,79.5694207911
2016-10-12,112.697526803,58.431609628,125.383200105,81.9091070951,28.0242447595,92.7330789066,87.9246264366,25.9434276465,163.074322445,119.588406276,139.14842969,34.7466467835,110.468609223,64.1292856225,38.0991116326,107.560502285,159.392500481,57.1983107014,54.3210682973,50.8656969813,30.165683823,81.6312508968,108.891571462,130.320746626,93.4362282962,80.8298442403,44.8390022179,63.4492416936,79.016225593
2016-10-13,112.351769946,58.1620289607,125.590351682,81.3386052074,27.8672203162,91.4984534802,87.6456838519,25.8267271069,161.263455781,119.210828231,138.634367826,34.5969170909,110.740168914,63.7621871139,38.0808736663,108.216873583,159.674245415,57.9868050915,54.1403468303,50.4680056052,29.8829090427,81.32710375,108.617808517,129.442938489,94.3051389404,80.4564054462,44.8300879034,64.173462211,78.4993054899
2016-10-14,112.976053161,57.9117040554,125.703343451,81.9932795048,27.8764570481,91.7617191961,87.8188206286,25.9344506819,164.249459323,119.333541095,139.292727757,35.0461061687,110.084680006,63.5551059039,37.9988028178,106.97914485,159.965381847,57.6435781217,54.615929638,50.0703142292,29.7916913716,81.5022187739,108.63668872,129.18248992,94.5979240488,81.026390974,44.8211735888,64.3803823589,78.4811679424
2016-10-17,112.899218304,57.6710070311,126.17414249,81.6378848862,27.913403976,92.0159067839,87.3667412672,25.8985428236,162.785354361,118.125291352,139.581323891,34.8963764761,110.95554384,63.2256585243,37.9349699357,105.403853734,159.852683873,57.0684410371,54.425696515,49.4980266392,29.6457430979,80.9492239615,108.542287705,129.385061029,94.1729134076,80.7315708734,44.9548883071,64.1640567498,78.4811679424
2016-10-18,112.822383446,57.8443088886,127.209900377,81.5724174565,28.116612079,92.4062662938,87.693777401,26.0152433632,166.281868185,118.691658419,135.928779071,35.3268493422,108.071392646,63.7245359848,38.2723723126,104.316152726,159.608504931,57.5971960987,54.8442093858,49.6823226427,29.819056673,80.5989939136,108.731089736,138.3174823,94.4373644732,80.1714126823,44.8122592742,64.775411732,78.6897497384
2016-10-19,112.486230946,58.9707709625,128.226826301,82.3019116736,28.0334814914,92.8420164443,88.424799347,26.0870590798,168.092734849,118.833250186,136.415785047,33.2306336462,107.303534211,64.3363668325,38.3453241778,104.325529459,159.570938939,57.3931151978,54.7205578557,50.244910443,29.736960769,79.4556771389,109.7223004,139.262814141,94.2201368121,81.3801750947,44.9103167344,64.7942226545,79.052500688
2016-10-20,112.428604803,64.2949891408,127.906682954,81.7407622758,27.8579835842,92.4788913188,88.5209864452,26.0960360444,168.092734849,119.173070426,136.650269406,33.1557687999,107.565729774,64.251651792,38.2358963799,103.678534894,159.523981451,57.4394972207,54.4542314834,50.33220855,29.6822301664,78.8890654595,103.387992255,139.93805117,93.7762368091,81.0755276574,43.8049417294,64.6437352743,79.0887757829
2016-10-21,111.986804374,64.8534062373,127.708947358,81.4576937235,27.8487468523,91.9614380151,89.4828574269,26.0152433632,168.246851161,119.503451216,134.94574849,32.8937418379,106.226659577,64.4681457843,38.4182760431,106.829117124,159.18588753,56.7715960902,56.7465406166,50.2158110741,29.3538465505,78.3317424962,102.283500372,140.227438468,93.1906665924,80.9281176071,42.9669961611,64.276922285,78.5537181323
2016-10-24,112.995261875,64.593453451,129.42265586,81.1368826976,28.135085543,91.3804378144,89.8098935607,25.9613815757,168.680303288,120.617306448,135.793499633,32.9966810015,106.38584974,64.8258315107,38.8103923189,106.491554742,160.848182639,56.3541578837,58.0211025413,50.3128089707,29.308237715,78.1181020269,102.963187685,139.571493926,93.9934644702,81.7339592154,42.9759104757,65.0763864925,78.8167125708
2016-10-25,113.571523304,64.2564776169,130.900964843,79.7121043179,28.0242447595,91.4802972239,89.213533552,25.7190035319,169.094490876,116.426190149,136.073077138,32.8469513089,106.713594194,64.7599420347,38.7921543526,105.694532452,156.114867753,57.4673264345,58.0115908851,49.5174262185,29.4450642216,80.7839635348,102.925427278,138.693685788,95.7312857586,80.6136428332,42.6460808371,65.236279334,78.6444058697
2016-10-26,111.016764302,64.3142449028,137.040184314,79.3818576736,28.2182161306,91.8615786056,89.9253180785,25.9164967527,170.558595838,115.831504729,136.911809652,32.6785054048,107.275441829,65.0705638497,38.700964521,105.122551749,156.377829691,56.4654747388,57.6691712636,50.4098068673,29.5545254269,81.1833783252,102.727185146,137.198518081,95.4007219266,80.338477406,42.4588802314,65.4526049431,78.9799504981
